date;surge
2006-10-19;53.793
2006-10-23;55.792
2006-11-16;30.784
2006-11-24;60.782
2006-11-27;34.781
2006-12-03;41.779
2006-12-08;39.778
2007-01-18;38.765
2007-02-11;35.757
2007-02-14;34.756
2007-02-23;34.754
2007-03-04;30.751
2007-03-07;34.75
2007-05-13;31.729
2007-05-30;30.724
2007-06-17;33.718
2007-07-23;30.707
2007-08-14;31.7
